target_id,region_cn,x,y,z,sim_success,max_tilt_deg
21,宽方位角区,0.2776469144416021,-0.5612448394998741,1.3760508229316057,True,1.8462868902486371
22,宽方位角区,0.3894090545085073,0.7336604293052951,1.6358988151731175,True,1.940317250007385
23,宽方位角区,0.8118075999558753,0.6533894922165567,1.383911436520271,True,1.1582469978733416
24,宽方位角区,0.9304295353628202,-0.4703806434911698,1.657500676604305,True,1.2996043018802226
25,宽方位角区,0.7350622424413481,0.7644486005435496,0.730256177736884,True,1.850485039536661
26,宽方位角区,0.6400547461351587,-0.3014702259602813,1.5807880198263533,True,1.588935048788297
27,宽方位角区,0.8289766984746465,0.37597647881536606,1.2066586549070992,True,0.9688154496467452
28,宽方位角区,0.8475836804886285,-0.09983076435828338,1.238115502402449,True,0.9857425064296169
29,宽方位角区,0.7583153324276108,0.8135867211397979,1.6380212759628157,True,1.4680081883350429
30,宽方位角区,0.5038033375257989,-0.9427458434981063,0.9831762869970745,True,1.4695853951096622
31,宽方位角区,0.4583370214922004,-0.5890954364870411,1.6680652598266286,True,1.8969459632197982
32,低伸区,1.0999131650378913,-0.08899073311391582,0.4270780747710096,True,2.377216745694871
33,低伸区,0.7534962993622791,-0.2794080828128707,0.5335343416861656,True,4.8233948903936685
34,低伸区,0.7040999985009454,0.47324677258009346,0.5523662210508606,True,3.9955463248693475
35,低伸区,0.5846188421869933,-0.09749545995030383,0.5638881060695574,True,2.762742280345602
36,低伸区,0.6677415366024864,-0.35086064184632204,0.7457865700749059,True,1.289659992206254
37,低伸区,0.5777017709340907,0.1640486912515715,0.5908716844860125,True,0.7831874646771798
38,低伸区,1.0661489477739905,0.23262878303557058,0.42264939145136016,True,2.370491652143128
39,低伸区,0.4995992909769095,-0.27029739874847486,0.636797022043578,True,8.104091519360544
40,低伸区,0.5966563909539309,-0.25905844345032514,0.5316944309032798,True,9.771822272832907
41,低伸区,0.4791737681497371,0.2965759466266822,0.6474178061220293,True,8.69388130011581
42,低伸区,0.9080561790972749,0.32851496143055814,0.7498671912657022,True,1.775708585144707
43,低伸区,0.5922701041964809,0.22207548934675886,0.6940068154272849,True,1.5216992074486362
44,低伸区,0.8535697152905585,-0.23471381807882086,0.6755648757630761,True,2.4342980805771264
45,低伸区,0.5454071961045304,0.3601557152967046,0.48863167317776907,True,12.813200008670373
46,低伸区,1.0564877334433267,0.21518297549721782,0.6188481385366138,True,2.1892270456521046
47,低伸区,0.8532772987226159,-0.5183372851905123,0.42727645284748156,True,2.8944829334055484
48,高伸区,0.9755756245635581,0.10107793048400299,1.7039688811778833,True,1.2972962555054113
49,高伸区,1.0489717942063321,0.3923646118982238,1.8480869035841554,True,1.3422756618879939
50,高伸区,0.5906994971691011,0.22275521576107638,1.7473093277717349,True,1.8155634032007575
51,高伸区,1.0403262212662168,0.2709923326307338,1.8058053008270054,True,1.315283486939305
52,高伸区,0.9198352048714412,0.012812480815983206,1.7811851563261323,True,1.4422043772090425
53,高伸区,0.8161682297334854,0.4271949280712762,1.6580633978564725,True,1.438578073826128
54,高伸区,1.0060713292625683,0.45272879772096175,1.8333417342318452,True,1.3776286911243385
55,高伸区,1.1292164091518675,-0.0691448545724172,1.8249621334801278,True,1.2336480897134132
56,高伸区,0.8973931458456043,-0.1500393434154214,1.7069777521170604,True,1.3961556690622847
57,高伸区,1.0513642158799388,-0.40174414017618076,1.8630912233667278,True,1.3574087969823627
58,高伸区,1.1888595127620827,-0.02492751353459543,1.7088581419825266,True,1.0452590112388165
59,高伸区,0.927841021927545,0.10034134548368494,1.7528683651912977,True,1.4038609705897713
60,高伸区,0.9701282564471218,0.33621581330286787,1.8370687803019683,True,1.4290099301380057
61,高伸区,0.5321520804094281,0.23652560613983212,1.7258952613398213,True,1.8687389875680618
62,高伸区,1.1222319706786241,-0.2075395661922297,1.8233164299486844,True,1.2391603198691368
63,高伸区,0.8075265658822245,0.10675901147864993,1.8397370345868402,True,1.636123931944053
64,远距离区,1.417863935385603,0.14993098412299352,1.2119105594621047,True,0.7991242892135587
65,远距离区,1.2992173496386041,0.21607380703499726,1.369274168721458,True,0.5865341192910615
66,远距离区,1.1378235757308668,-0.26968951824463233,0.9262331982642411,True,1.0998395441859976
67,远距离区,1.2612756855473422,-0.2546256715999837,1.0829348163037977,True,0.8579411572317986
68,远距离区,1.1526509005261196,0.5200618579164864,0.9971312366757186,True,1.048350000906512
69,远距离区,1.3896057739323382,-0.14508146497999425,0.9500300538989003,True,1.201796876811557
70,远距离区,1.2692477099821065,0.38399917773626796,0.9094191186474515,True,1.2534057835655583
71,远距离区,1.3226990205140867,-0.6660159271297093,1.3105191977902448,True,0.8154160474419453
72,远距离区,1.287856910216448,0.5947969126300737,1.2338008480605893,True,0.8087448719032617
73,远距离区,1.3097140486625258,-0.3342383687941639,1.4202056809281074,True,0.6089382125114419
74,远距离区,1.2983976525942864,-0.5224481470188088,1.1954943076296731,True,0.8312414406232908
75,远距离区,1.2522471755477322,0.5025062983013805,0.9382167348484834,True,1.2145103323385358
76,远距离区,1.2024807331279737,0.45556486921696854,1.4762694573676818,True,0.787062123329197
77,远距离区,1.1251464761057046,0.3733323572085653,0.8655470342820769,True,1.3016073145903817
78,远距离区,1.195644401491863,0.40395884682050603,1.2381934564210142,True,0.6437057272720689
79,远距离区,1.1868844060545038,0.027686679482977854,1.0302318386855684,True,0.8244584512780551
