value,cdf
0.5617459442334941,0.006756756756756757
0.5633491884324799,0.013513513513513514
0.5656051794055876,0.02027027027027027
0.5984024359064737,0.02702702702702703
0.605654881005916,0.033783783783783786
0.6077585749050287,0.04054054054054054
0.6190585106885083,0.0472972972972973
0.6191362361963257,0.05405405405405406
0.6225241437862543,0.060810810810810814
0.6313078223913865,0.06756756756756757
0.6338147989469768,0.07432432432432433
0.6452421648074645,0.08108108108108109
0.6511921170595653,0.08783783783783784
0.6568637237141921,0.0945945945945946
0.6723251730353323,0.10135135135135136
0.6933163632966829,0.10810810810810811
0.6951184980051834,0.11486486486486487
0.7010859044089233,0.12162162162162163
0.7012464680939331,0.12837837837837837
0.7030121634780062,0.13513513513513514
0.7084042460618019,0.14189189189189189
0.7110633212866059,0.14864864864864866
0.7243519719127646,0.1554054054054054
0.7414948301432515,0.16216216216216217
0.7452763886727464,0.16891891891891891
0.7685340375515248,0.17567567567567569
0.7693037278055329,0.18243243243243243
0.7719581612468285,0.1891891891891892
0.794121253180969,0.19594594594594594
0.794506941168858,0.20270270270270271
0.8046019071499828,0.20945945945945946
0.8097377440967438,0.21621621621621623
0.8154980264881522,0.22297297297297297
0.8165722951492784,0.22972972972972974
0.8292767559070069,0.23648648648648649
0.8339462143127028,0.24324324324324326
0.8396075205394948,0.25
0.8417577784738175,0.25675675675675674
0.8553607067903394,0.2635135135135135
0.8576682267666863,0.2702702702702703
0.8616203149153479,0.27702702702702703
0.867921959114475,0.28378378378378377
0.8822864783064954,0.2905405405405405
0.8910689542960704,0.2972972972972973
0.8940213428993353,0.30405405405405406
0.9005184315669019,0.3108108108108108
0.9015817709965931,0.31756756756756754
0.9022122956618471,0.32432432432432434
0.902967862181218,0.3310810810810811
0.908075065593617,0.33783783783783783
0.9082962656128886,0.34459459459459457
0.9096221068194763,0.35135135135135137
0.9206804015538351,0.3581081081081081
0.9252064603856541,0.36486486486486486
0.9304523147334857,0.3716216216216216
0.9489397842771782,0.3783783783783784
0.950065866088734,0.38513513513513514
0.9507979209833621,0.3918918918918919
0.9522945348714239,0.39864864864864863
0.9566094716262319,0.40540540540540543
0.9941262677551388,0.41216216216216217
0.9945746151922459,0.4189189189189189
0.9985303653565022,0.42567567567567566
1.0000722543351956,0.43243243243243246
1.0005941934649794,0.4391891891891892
1.0048135727763277,0.44594594594594594
1.0067166389876325,0.4527027027027027
1.0116135778854194,0.4594594594594595
1.0121862252040306,0.46621621621621623
1.014470706284105,0.47297297297297297
1.0182600481681072,0.4797297297297297
1.0256054378384645,0.4864864864864865
1.0364318852673855,0.49324324324324326
1.0371628810899878,0.5
1.0412462361726018,0.5067567567567568
1.0445260376732126,0.5135135135135135
1.0698267919914508,0.5202702702702703
1.0724273787288547,0.527027027027027
1.0912388847231633,0.5337837837837838
1.101816064688899,0.5405405405405406
1.103990989502232,0.5472972972972973
1.1177941276337084,0.5540540540540541
1.1200973235048317,0.5608108108108109
1.128730324792699,0.5675675675675675
1.1398712191758156,0.5743243243243243
1.1403468945261768,0.581081081081081
1.1481644378830933,0.5878378378378378
1.1555429839086522,0.5945945945945946
1.165027645006673,0.6013513513513513
1.1826018377212248,0.6081081081081081
1.1886039330725344,0.6148648648648649
1.2071333879497232,0.6216216216216216
1.2099492177551354,0.6283783783783784
1.217722928131207,0.6351351351351351
1.221121502163026,0.6418918918918919
1.222559699822709,0.6486486486486487
1.226716712348563,0.6554054054054054
1.2379860957584847,0.6621621621621622
1.243308372516951,0.668918918918919
1.244018903657071,0.6756756756756757
1.251233095042436,0.6824324324324325
1.2554913960991632,0.6891891891891891
1.2599887090027149,0.6959459459459459
1.2819575338319202,0.7027027027027027
1.3043179370872524,0.7094594594594594
1.3174968951700663,0.7162162162162162
1.3228790630850478,0.722972972972973
1.3331485490082096,0.7297297297297297
1.3412654849782133,0.7364864864864865
1.3506282584607097,0.7432432432432432
1.3549633178857514,0.75
1.3649093198730589,0.7567567567567568
1.3663515332082603,0.7635135135135135
1.3687492251012476,0.7702702702702703
1.4081058839881884,0.777027027027027
1.4257787387440544,0.7837837837837838
1.447001194407629,0.7905405405405406
1.4769164503598506,0.7972972972972973
1.5110878703753272,0.8040540540540541
1.5130770771302777,0.8108108108108109
1.5202684232681554,0.8175675675675675
1.5210617135012032,0.8243243243243243
1.5269449406024298,0.831081081081081
1.5289582710959944,0.8378378378378378
1.5305334389182768,0.8445945945945946
1.539231848769441,0.8513513513513513
1.5434530197236471,0.8581081081081081
1.5509121059683968,0.8648648648648649
1.5687512191031405,0.8716216216216216
1.5696903134762041,0.8783783783783784
1.5825059427354062,0.8851351351351351
1.5837994137803246,0.8918918918918919
1.593406488347042,0.8986486486486487
1.614720086709539,0.9054054054054054
1.633592620358268,0.9121621621621622
1.6373296861737692,0.918918918918919
1.6672375360808052,0.9256756756756757
1.7340787653320398,0.9324324324324325
1.76754470622164,0.9391891891891891
1.7790353307970346,0.9459459459459459
1.8032678337042873,0.9527027027027027
1.8499690970265374,0.9594594594594594
1.8550448378291147,0.9662162162162162
1.8970882852360684,0.972972972972973
4.034550209723729,0.9797297297297297
4.899300382221295,0.9864864864864865
5.106813896506124,0.9932432432432432
10.146677745442616,1.0
