variant,total_targets,ik_reachable,ik_reachability_pct,sim_success,sim_success_of_reachable_pct,sim_success_of_total_pct,mean_final_error_m,max_final_error_m,mean_max_tilt_deg,max_max_tilt_deg,mean_plan_time_s,mean_plan_nfev
priority_ik,150,150,100.0,141,94.0,94.0,0.010789823575132395,0.019986274144203023,6.167158589059967,15.063242008602083,0.03718946066995462,78.6
