method,target_id,target_x,target_y,target_z,reachable,planned_success,sim_success,final_error_m,planned_error_m,max_tilt_deg,planned_max_tilt_deg,path_length_m,joint_path_length_rad,mean_joint_step_rad,max_joint_step_rad,rms_joint_speed_rad_s,max_joint_speed_rad_s,rms_joint_accel_rad_s2,max_joint_accel_rad_s2,message
joint_linear,0,1.163854102370001,-0.11131059602498809,1.5585979199113824,True,True,True,0.006059472957156478,4.394360586571484e-07,9.00713477121687,9.05443621637026,0.25599696270282835,0.3657632964341505,0.008312802191685238,0.012460615681957924,0.3034753102714117,0.4153538560652641,0.7104625501548997,1.2022647797892112,ok
joint_linear,1,0.8931923924415376,-0.6554673166127,1.6756223516367559,True,True,True,0.005453642352706898,3.163693435283948e-07,33.62446941847541,33.57407105338312,0.8729189100044173,0.773199159679058,0.017572708174524044,0.026340908637638823,0.6415265204923074,0.8780302879212941,1.5018703410611522,2.5415073806130235,ok
joint_linear,2,1.0454165609056933,0.5001806527056398,0.8281136326755458,True,True,False,0.005501368273299108,1.9678293020506038e-07,48.71710782029725,48.29719362095668,0.9839450477073494,0.9755496272339425,0.022171582437135056,0.03323446912839148,0.8094175350458669,1.1078156376130492,1.8949180596420716,3.206633823552591,ok
joint_linear,3,0.8918808657802574,-0.18223759809041115,1.6267649888486018,True,True,False,0.003680449551374476,9.79181011063705e-08,81.30018982135567,81.17237151986438,0.5604860185803014,1.165268084912005,0.02648336556618193,0.03969768950054749,0.9668277190893856,1.3232563166849163,2.263429226747865,3.8302388215553336,ok
joint_linear,4,0.9329091444513473,0.5139082615586104,1.143414198827331,True,True,True,0.004913981262351556,5.633513162560143e-07,42.244106247296905,42.15331223373071,0.8250468798896046,1.0421712421337492,0.0236857100484943,0.03550409636401365,0.8646937627308428,1.183469878800455,2.0243245990039997,3.425619221889672,ok
joint_linear,5,0.7291395053574977,0.06223838342847525,0.7638172561041753,True,True,False,0.0030039497787092977,1.1801820059195214e-07,103.98553758400901,104.11187434796082,1.0658074834869269,2.4001988701135395,0.05454997432076226,0.08176860820188643,1.9914548669099033,2.7256202733962147,4.6621720297372,7.889459095978014,ok
joint_linear,6,1.186626735201665,0.24721523222599218,1.4580877400853738,True,True,True,0.0064644129742155556,6.996561125012267e-08,11.703514965246773,11.688483643028041,0.3429506651421422,0.4325018829526863,0.009829588248924688,0.014734227840072011,0.3588485897891789,0.49114092800240033,0.8400962964436797,1.421634664100693,ok
joint_linear,7,0.6188028765700346,0.5585755057582851,1.5931211213221976,False,False,False,nan,1.504893168707263e-06,nan,62.16252523698199,nan,nan,nan,nan,nan,nan,nan,nan,target IK failed: err=0.0000 m
joint_linear,8,1.0421473106672003,-0.5377454938395776,1.1667210037270341,True,True,True,0.005879218124817735,7.378356917691394e-07,33.30115629862981,33.1514221932332,0.7745973616320669,0.8475421345253639,0.019262321239212815,0.028873582766629945,0.7032091922582654,0.9624527588876649,1.64627493280213,2.7858729064977252,ok
joint_linear,9,0.5020043806895556,-0.3004445512826424,1.3830489532424546,False,False,False,nan,5.58344603817413e-06,nan,59.71593885962572,nan,nan,nan,nan,nan,nan,nan,nan,target IK failed: err=0.0000 m
joint_linear,10,0.8543511494606293,0.7635208174585386,1.0258253581381518,False,False,False,nan,6.97791240346752e-07,nan,48.95978223457359,nan,nan,nan,nan,nan,nan,nan,nan,target IK failed: err=0.0000 m
joint_linear,11,0.845413419629878,-0.040181379387507245,0.8894713590842857,True,True,False,0.003990600906913461,3.792798228619931e-08,54.77306632252234,54.59122296208419,0.8532191891854422,1.3111187964730977,0.029798154465297676,0.04466644848052369,1.087840653891272,1.4888816160174563,2.5467312132725186,4.309650439195947,ok
joint_linear,12,0.6534675917073415,-0.02477849298380981,0.9269093490508841,True,True,False,0.003034740593230218,1.4776185075268534e-07,110.44580895801795,110.28898811537567,0.9831911535099522,2.5391885401990213,0.05770883045906867,0.08650362912821125,2.106775167401853,2.8834543042737084,4.932147055708408,8.346318454824416,ok
joint_linear,13,1.0806365399599578,-0.106289641105831,1.5326781960578373,True,True,True,0.005253725145051528,6.18470799919646e-07,10.316302059439261,10.292152179057343,0.33320638156144455,0.5189059347248608,0.01179331669829229,0.017677791869031113,0.4305383866493418,0.5892597289677038,1.0079284533720514,1.7056449770257491,ok
joint_linear,14,1.0629903130699898,-0.32034740587987487,1.5322598013952011,True,True,True,0.005432093346955372,8.936593437999357e-07,19.296806029091197,19.282008891220528,0.47240886217893446,0.5783477606906592,0.013144267288424072,0.019702822144115027,0.4798575139481565,0.6567607381371675,1.1233888936984582,1.901030392953915,ok
joint_linear,15,1.1754667485376038,-0.20847970448428202,0.9883281039302441,False,False,False,nan,1.9936313124569674e-06,nan,36.712476375795646,nan,nan,nan,nan,nan,nan,nan,nan,target IK failed: err=0.0000 m
joint_linear,16,0.9274304445739306,-0.58402130634152,0.8999082024751083,True,True,False,0.0053120154986629285,3.748093936428464e-07,52.48372634883921,52.2614781586643,1.0308789100815798,1.133013001540921,0.025750295489566387,0.038598841689422334,0.9400655438539265,1.2866280563140777,2.2007766068412487,3.7242162898133206,ok
joint_linear,17,0.5011277465754257,0.24059191366978283,1.364850856592032,False,False,False,nan,1.7957540879388003e-06,nan,56.37123197260179,nan,nan,nan,nan,nan,nan,nan,nan,target IK failed: err=0.0000 m
joint_linear,18,1.0089897747766317,0.4724726688008941,1.15891577553834,True,True,True,0.0052278402753659185,4.617576734382248e-07,35.66687563505394,35.54886213108387,0.7439334019483899,0.9116877208976552,0.020720175474946707,0.03105885807246659,0.7564310488979388,1.0352952690822197,1.77087200779444,2.996719593484068,ok
joint_linear,19,0.850460656816557,-0.535469433627178,0.8145300735359734,True,True,False,0.004655115228959714,8.169167291421205e-08,68.75417348542304,68.58102030914807,1.1034996433371151,1.3585804627020612,0.030876828697774118,0.046283345496353566,1.1272197934201773,1.5427781832117855,2.6389212628274255,4.465657043066628,ok
joint_linear,20,1.0836198813129583,-0.048893471652980795,1.2652361064811888,True,True,True,0.005112876953103622,6.210347242432205e-07,10.79000735591096,10.528320126865559,0.4183289184513014,0.7083499450779205,0.016098862388134558,0.024131662526015753,0.5877208606193774,0.804388750867192,1.3759065310500493,2.3283478660525807,ok
joint_linear,21,1.1364321171372742,0.24241270356069058,1.253579400657996,True,True,True,0.005682850289530025,5.1285116505480546e-08,18.616956343415975,18.426609478852498,0.46516598343209425,0.6446615359804978,0.014651398545011313,0.021961962075218423,0.5348783258435773,0.7320654025072808,1.2521974821001076,2.119003921799158,ok
joint_linear,22,0.9510829899733705,-0.30029908884610973,0.7308178345679394,True,True,False,0.00462785999292656,7.677538212921099e-08,70.97200620890341,70.63654835462862,1.0073748884904998,1.2110677072762395,0.02752426607445999,0.04125796495252213,1.0048278539930307,1.3752654984174046,2.35239090447291,3.9807822834962794,ok
joint_linear,23,0.8116884829766453,-0.38734382541177387,1.108528643724636,True,True,False,0.004365477641473499,7.315795290116823e-07,65.4003513567318,65.3200519483105,0.8536247875328881,1.4086517692370764,0.03201481293720628,0.04798914625194863,1.1687641622361566,1.5996382083982879,2.736180305703691,4.63024154050504,ok
joint_linear,24,1.1280573998724275,-0.4970826516442884,0.758302741689066,True,True,False,0.006012522276212129,2.9119234072423553e-07,46.95754647172905,46.297296933091964,1.02231170455669,0.8589775559987295,0.019522217181789307,0.029263158192950695,0.7126972084521995,0.9754386064316898,1.6684872181278287,2.8234611626554784,ok
joint_linear,25,0.7352715443470045,-0.24528920411256164,1.361916514726895,False,False,False,nan,3.0259406748110972e-06,nan,48.30956840059221,nan,nan,nan,nan,nan,nan,nan,nan,target IK failed: err=0.0000 m
joint_linear,26,0.8995684393683699,0.4266698969314954,1.3643135403273874,True,True,True,0.004676302883528461,5.486221745579012e-07,39.243369975793996,39.19695162654154,0.6981328785348624,0.9873409013541192,0.022439565939866346,0.0336361675400269,0.8192008036433495,1.1212055846675635,1.9178215569657966,3.245391768162525,ok
joint_linear,27,0.7721906498475132,0.4117501891827721,0.8669729199077039,False,False,False,nan,2.3396970815184675e-07,nan,85.7318721516826,nan,nan,nan,nan,nan,nan,nan,nan,target IK failed: err=0.0000 m
joint_linear,28,0.45588747854774436,-0.33909197535689545,1.4223593505964502,False,False,False,nan,2.7713130743246256e-06,nan,68.21714659585338,nan,nan,nan,nan,nan,nan,nan,nan,target IK failed: err=0.0000 m
joint_linear,29,0.7940879383886682,-0.46358157562036406,1.2010447751033635,False,False,False,nan,1.0600629153852215e-06,nan,53.05164868172761,nan,nan,nan,nan,nan,nan,nan,nan,target IK failed: err=0.0000 m
joint_linear,30,0.6405870994530902,0.2025590369421352,1.1461562755740307,False,False,False,nan,4.238552166178912e-06,nan,90.077541333055,nan,nan,nan,nan,nan,nan,nan,nan,target IK failed: err=0.0000 m
joint_linear,31,0.8141644340073257,-0.2604771490812935,1.3302825931188884,False,False,False,nan,3.872391972620426e-07,nan,78.31050895999356,nan,nan,nan,nan,nan,nan,nan,nan,target IK failed: err=0.0000 m
joint_linear,32,0.6716784060753331,-0.5035122340108307,0.8180059021205153,False,False,False,nan,1.6427829564225892e-06,nan,89.45914305683692,nan,nan,nan,nan,nan,nan,nan,nan,target IK failed: err=0.0000 m
joint_linear,33,1.0604362324287449,0.7852407889800558,1.3997071338107494,True,True,True,0.00803713492513873,4.5990861256854687e-07,24.76270250134747,24.710426295935527,0.9136786609710411,0.7230548150400175,0.016433063978182214,0.02463261966151073,0.5999215516612453,0.8210873220503578,1.4044694281882202,2.376682806761891,ok
joint_linear,34,0.5673663907300336,0.5097063076463774,1.4787509039657944,False,False,False,nan,1.1252936055227225e-06,nan,78.51712775927567,nan,nan,nan,nan,nan,nan,nan,nan,target IK failed: err=0.0000 m
joint_linear,35,1.1200084042786584,-0.08866074963047785,0.972241561845159,False,False,False,nan,1.9497959699910498e-06,nan,40.927419492781965,nan,nan,nan,nan,nan,nan,nan,nan,target IK failed: err=0.0000 m
joint_linear,36,0.5074402638530563,0.3684763283715002,1.155776289833611,True,True,False,0.0036022510004833125,8.082898019801711e-08,104.14712043880995,104.01656797422392,1.1178938196079469,2.3466851932915436,0.053333754392989624,0.07994553473577266,1.9470543493193053,2.664851157859089,4.5582264898927916,7.713559519647354,ok
joint_linear,37,0.6795230281788104,-0.2122187816798992,1.279219568941896,True,True,False,0.0037632926436990052,9.877220038834669e-08,89.72873548121729,89.6860371836817,0.8448907173993411,1.8246477052729742,0.04146926602893123,0.062161058892540484,1.5139177000320645,2.0720352964180164,3.544215273814138,5.997621119887011,ok
joint_linear,38,0.5871558435825569,0.365112556724295,1.45851952983521,False,False,False,nan,1.1387372847982385e-06,nan,68.67763805921503,nan,nan,nan,nan,nan,nan,nan,nan,target IK failed: err=0.0000 m
joint_linear,39,1.1192605843020214,-0.11901424475895461,1.3273088407024431,True,True,True,0.005449984790236272,5.518910807141846e-07,10.888498385036508,10.701469823671106,0.37023871391910074,0.6139091142955209,0.013952479870352747,0.02091430608665477,0.5093629151847446,0.6971435362218258,1.192463648370072,2.017920642406389,ok
