variant,total_targets,ik_reachable,ik_reachability_pct,sim_success,sim_success_of_reachable_pct,sim_success_of_total_pct,mean_final_error_m,max_final_error_m,mean_max_tilt_deg,max_max_tilt_deg,mean_plan_time_s,mean_plan_nfev
full_tight10,150,148,98.66666666666667,147,99.32432432432432,98.0,0.004907626346708496,0.01694805304955428,1.1682857720778943,5.106813896506124,0.24101898533214505,176.86
no_barrier_tight10,150,148,98.66666666666667,147,99.32432432432432,98.0,0.004907626174314847,0.01694802860173744,1.1682863644874308,5.106897793579399,0.23817640400025994,176.86666666666667
