param,value,target_idx,ik_ok,sim_ok,final_error_m,max_tilt_deg
tilt_barrier_weight,18.0,2,True,True,0.0049566615577486565,1.001048642141573
tilt_barrier_weight,18.0,3,True,True,0.0030809354838213917,1.0900268891250682
tilt_barrier_weight,18.0,4,True,True,0.004373366916895051,0.782653856175539
tilt_barrier_weight,18.0,5,True,True,0.004218029363611419,1.0605743655604274
tilt_barrier_weight,18.0,6,True,True,0.004370070142969864,1.065114495084167
tilt_barrier_weight,18.0,7,True,True,0.005395330992087666,1.0228633434117342
tilt_barrier_weight,18.0,8,True,True,0.004692479101394533,0.9904906516584471
tilt_barrier_weight,18.0,9,True,True,0.004638543216392406,0.7675741649923162
tilt_barrier_weight,18.0,10,True,True,0.004196405849598928,1.0565126916766305
tilt_barrier_weight,18.0,11,True,False,0.039008337258086126,13.775523822588736
tilt_barrier_weight,18.0,12,True,True,0.004809703468803359,1.0490631623592122
tilt_barrier_weight,18.0,13,True,True,0.006210145817222096,1.193326148879791
tilt_barrier_weight,18.0,14,True,True,0.00543088155688052,0.9206728579081294
tilt_barrier_weight,18.0,15,True,True,0.00461557142983859,1.1936988776176771
tilt_barrier_weight,18.0,16,True,True,0.004756798535767938,0.9902495550655233
tilt_barrier_weight,18.0,17,True,True,0.005358688744789051,0.6806646487225364
tilt_barrier_weight,18.0,18,True,True,0.003223564582321731,1.6824041909782366
tilt_barrier_weight,18.0,19,True,True,0.0043920870816777135,1.4101632535332898
tilt_barrier_weight,18.0,20,True,True,0.0027528435538484086,1.5997826313291168
tilt_barrier_weight,18.0,21,True,True,0.005002797124427194,0.9511298173341819
tilt_barrier_weight,18.0,22,True,True,0.004395821647974221,1.3084105891726043
tilt_barrier_weight,18.0,23,True,True,0.005111628284170342,0.9678449666612602
tilt_barrier_weight,18.0,24,True,True,0.008377198363598388,0.7886269979863004
tilt_barrier_weight,18.0,25,True,True,0.004805288600166941,0.9677263286038442
tilt_barrier_weight,18.0,26,True,True,0.003889723134351573,1.6141381821616418
tilt_barrier_weight,18.0,27,True,True,0.003907945765971842,1.3189796839971446
tilt_barrier_weight,18.0,28,True,True,0.004771008222279053,1.2383165382542345
tilt_barrier_weight,18.0,29,True,True,0.006477660143899932,0.7218549689547958
tilt_barrier_weight,36.0,0,True,True,0.004630890833094702,0.8313425012602272
